Active,Cured,Date,Deaths,District,State,Total
225,113,2020-07-17,5,Koppal,Karnataka,343
143,178,2020-07-17,10,Gadag,Karnataka,331
191,124,2020-07-17,2,Kolar,Karnataka,317
289,645,2020-07-17,12,Dindigul,Tamil Nadu,946
118,182,2020-07-17,7,Haveri,Karnataka,307
434,551,2020-07-17,18,Sivaganga,Tamil Nadu,1003
1132,338,2020-07-17,10,Coimbatore,Tamil Nadu,1480
184,0,2020-07-17,0,Central Delhi,Delhi,184
130,0,2020-07-17,0,South East Delhi,Delhi,130
122,0,2020-07-17,0,West Delhi,Delhi,122
70,0,2020-07-17,0,South Delhi,Delhi,70
60,0,2020-07-17,0,North Delhi,Delhi,60
199,183,2020-07-17,1,Nagapattinam,Tamil Nadu,383
48,0,2020-07-17,0,Shahdara,Delhi,48
96,326,2020-07-17,0,Railway Quarantine,Tamil Nadu,422
724,964,2020-07-17,27,Tiruchirappalli,Tamil Nadu,1715
188,272,2020-07-17,1,Tirupathur,Tamil Nadu,461
102,165,2020-07-17,7,Krishnagiri,Tamil Nadu,274
1212,684,2020-07-17,20,Theni,Tamil Nadu,1916
346,46,2020-07-17,7,Bengaluru Rural,Karnataka,399
1050,553,2020-07-17,10,Kanyakumari,Tamil Nadu,1613
405,1154,2020-07-17,6,Cuddalore,Tamil Nadu,1565
575,452,2020-07-17,1,Airport Quarantine,Tamil Nadu,1028
17877,93236,2020-07-17,3445,Unknown,Delhi,114558
18664,93236,2020-07-17,3446,Delhi,Delhi,115346
17,95,2020-07-17,0,Narmada,Gujarat,112
54,253,2020-07-17,10,Siddharthnagar,Uttar Pradesh,317
201,246,2020-07-17,11,Bharuch,Gujarat,458
175,196,2020-07-17,9,Jamnagar,Gujarat,380
69,284,2020-07-17,16,Banaskantha,Gujarat,369
212,148,2020-07-17,5,Valsad,Gujarat,365
115,205,2020-07-17,15,Kheda,Gujarat,335
68,2,2020-07-17,0,Jiribam,Manipur,70
128,151,2020-07-17,1,Navsari,Gujarat,280
1,1,2020-07-17,1,Other State,Chhattisgarh,3
194,183,2020-07-17,6,Junagadh,Gujarat,383
16,214,2020-07-17,24,Aravalli,Gujarat,254
57,127,2020-07-17,2,Mahisagar,Gujarat,186
83,88,2020-07-17,9,Amreli,Gujarat,180
113,56,2020-07-17,2,Dahod,Gujarat,171
87,51,2020-07-17,1,Gir Somnath,Gujarat,139
251,206,2020-07-17,15,Mehsana,Gujarat,472
41,81,2020-07-17,3,Botad,Gujarat,125
446,227,2020-07-17,14,Bhavnagar,Gujarat,687
3,0,2020-07-17,3,Other State,Tamil Nadu,0
62,42,2020-07-17,4,Morbi,Gujarat,108
33,52,2020-07-17,1,Other State,Gujarat,86
27,56,2020-07-17,2,Chhota Udaipur,Gujarat,85
27,23,2020-07-17,0,Tapi,Gujarat,50
72,204,2020-07-17,19,Patan,Gujarat,295
38,0,2020-07-17,0,East Delhi,Delhi,38
31,273,2020-07-17,13,Anand,Gujarat,317
37,0,2020-07-17,0,New Delhi,Delhi,37
31,0,2020-07-17,1,North West Delhi,Delhi,32
11098,30555,2020-07-17,2070,Gujarat,Gujarat,43723
92,160,2020-07-17,7,Kutch,Gujarat,259
87,170,2020-07-17,8,Sabarkantha,Gujarat,265
57,145,2020-07-17,5,Karur,Tamil Nadu,207
106,96,2020-07-17,1,Namakkal,Tamil Nadu,203
13,164,2020-07-17,1,Perambalur,Tamil Nadu,178
463,232,2020-07-17,18,Rajkot,Gujarat,713
124,68,2020-07-17,3,Kodagu,Karnataka,195
245,665,2020-07-17,34,Gandhinagar,Gujarat,944
25,0,2020-07-17,0,North East Delhi,Delhi,25
223,654,2020-07-17,19,Vijayapura,Karnataka,896
302,475,2020-07-17,11,Raichur,Karnataka,788
223,533,2020-07-17,0,Mandya,Karnataka,756
255,437,2020-07-17,22,Hassan,Karnataka,714
432,261,2020-07-17,5,Uttara Kannada,Karnataka,698
108,468,2020-07-17,22,Davanagere,Karnataka,598
291,229,2020-07-17,10,Shivamogga,Karnataka,530
25836,17391,2020-07-17,846,Karnataka,Karnataka,44077
3,4,2020-07-17,0,Dang,Gujarat,7
130,185,2020-07-17,4,Tiruppur,Tamil Nadu,319
195,143,2020-07-17,10,Surendranagar,Gujarat,348
230,214,2020-07-17,13,Chikkaballapura,Karnataka,458
186,334,2020-07-17,25,Mathura,Uttar Pradesh,545
7,21,2020-07-17,2,Porbandar,Gujarat,30
274,645,2020-07-17,24,Bulandshahr,Uttar Pradesh,943
552,498,2020-07-17,41,Mysuru,Karnataka,1091
95,346,2020-07-17,16,Basti,Uttar Pradesh,457
437,612,2020-07-17,54,Bidar,Karnataka,1103
557,894,2020-07-17,1,Yadgir,Karnataka,1452
54,97,2020-07-17,6,Chikkamagaluru,Karnataka,157
47,74,2020-07-17,0,Chitradurga,Karnataka,121
1,32,2020-07-17,3,Other State,Karnataka,36
0,0,2020-07-17,1,Unknown,Karnataka,1
13760,24981,2020-07-17,983,Uttar Pradesh,Uttar Pradesh,39724
851,2728,2020-07-17,35,Gautam Buddha Nagar,Uttar Pradesh,3614
289,208,2020-07-17,17,Bagalkote,Karnataka,514
1295,2101,2020-07-17,62,Ghaziabad,Uttar Pradesh,3458
366,147,2020-07-17,15,Tumakuru,Karnataka,528
185,362,2020-07-17,14,Belagavi,Karnataka,561
15598,4993,2020-07-17,376,Bengaluru Urban,Karnataka,20968
1511,886,2020-07-17,45,Dakshina Kannada,Karnataka,2444
757,1519,2020-07-17,37,Kalaburagi,Karnataka,2313
799,1041,2020-07-17,47,Ballari,Karnataka,1887
383,1349,2020-07-17,3,Udupi,Karnataka,1735
769,451,2020-07-17,39,Dharwad,Karnataka,1259
848,2302,2020-07-17,52,Vadodara,Gujarat,3202
2969,5213,2020-07-17,224,Surat,Gujarat,8406
124,252,2020-07-17,9,Azamgarh,Uttar Pradesh,385
212,413,2020-07-17,3,Barabanki,Uttar Pradesh,628
217,361,2020-07-17,11,Sambhal,Uttar Pradesh,589
43,500,2020-07-17,32,Firozabad,Uttar Pradesh,575
145,425,2020-07-17,3,Saharanpur,Uttar Pradesh,573
208,280,2020-07-17,5,Ayodhya,Uttar Pradesh,493
989,935,2020-07-17,11,Tirunelveli,Tamil Nadu,1935
474,1027,2020-07-17,93,Meerut,Uttar Pradesh,1594
160,144,2020-07-17,6,Kushinagar,Uttar Pradesh,310
237,227,2020-07-17,4,Deoria,Uttar Pradesh,468
156,103,2020-07-17,1,Dharmapuri,Tamil Nadu,260
157,286,2020-07-17,14,Muzaffarnagar,Uttar Pradesh,457
87,363,2020-07-17,6,Rampur,Uttar Pradesh,456
179,259,2020-07-17,7,Sant Kabir Nagar,Uttar Pradesh,445
94,319,2020-07-17,6,Bijnor,Uttar Pradesh,419
43,363,2020-07-17,6,Ghazipur,Uttar Pradesh,412
363,275,2020-07-17,19,Bareilly,Uttar Pradesh,657
115,278,2020-07-17,18,Etawah,Uttar Pradesh,411
277,361,2020-07-17,24,Prayagraj,Uttar Pradesh,662
55,187,2020-07-17,15,Panchmahal,Gujarat,257
138,232,2020-07-17,7,Hardoi,Uttar Pradesh,377
87,262,2020-07-17,11,Mainpuri,Uttar Pradesh,360
171,178,2020-07-17,3,Unnao,Uttar Pradesh,352
94,248,2020-07-17,3,Kannauj,Uttar Pradesh,345
14,302,2020-07-17,1,Amethi,Uttar Pradesh,317
687,1135,2020-07-17,90,Kanpur Nagar,Uttar Pradesh,1912
31,242,2020-07-17,3,Hamirpur,Himachal Pradesh,276
1591,1103,2020-07-17,36,Lucknow,Uttar Pradesh,2730
161,1158,2020-07-17,95,Agra,Uttar Pradesh,1414
30,114,2020-07-17,0,Una,Himachal Pradesh,144
16,51,2020-07-17,0,Chamba,Himachal Pradesh,68
18,41,2020-07-17,2,Shimla,Himachal Pradesh,62
14,38,2020-07-17,0,Bilaspur,Himachal Pradesh,52
6,33,2020-07-17,0,Sirmaur,Himachal Pradesh,46
3674,18227,2020-07-17,1525,Ahmedabad,Gujarat,23426
199,518,2020-07-17,9,Jaunpur,Uttar Pradesh,726
169,261,2020-07-17,0,Darrang,Assam,430
48,250,2020-07-17,1,Janjgir Champa,Chhattisgarh,299
17,71,2020-07-17,0,Bametara,Chhattisgarh,88
58,173,2020-07-17,7,Gonda,Uttar Pradesh,238
115,118,2020-07-17,5,Amroha,Uttar Pradesh,238
76,154,2020-07-17,4,Fatehpur,Uttar Pradesh,234
96,129,2020-07-17,1,Kaushambi,Uttar Pradesh,226
84,140,2020-07-17,1,Bhadohi,Uttar Pradesh,225
88,130,2020-07-17,1,Shahjahanpur,Uttar Pradesh,219
45,167,2020-07-17,4,Shamli,Uttar Pradesh,216
21,184,2020-07-17,8,Jalaun,Uttar Pradesh,213
22,186,2020-07-17,4,Hathras,Uttar Pradesh,212
49,138,2020-07-17,4,Rae Bareli,Uttar Pradesh,191
91,99,2020-07-17,0,Kasganj,Uttar Pradesh,190
50,139,2020-07-17,0,Pilibhit,Uttar Pradesh,189
56,110,2020-07-17,10,Etah,Uttar Pradesh,176
124,132,2020-07-17,3,Mirzapur,Uttar Pradesh,259
66,115,2020-07-17,0,Lakhimpur Kheri,Uttar Pradesh,181
90,150,2020-07-17,2,Budaun,Uttar Pradesh,242
2170,928,2020-07-17,17,East Godavari,Andhra Pradesh,3115
1809,1236,2020-07-17,29,Chittoor,Andhra Pradesh,3074
23,116,2020-07-17,4,Ambedkar Nagar,Uttar Pradesh,143
30,85,2020-07-17,3,Balrampur,Uttar Pradesh,118
7,98,2020-07-17,2,Chitrakoot,Uttar Pradesh,107
63,41,2020-07-17,1,Sonbhadra,Uttar Pradesh,105
37,61,2020-07-17,1,Sitapur,Uttar Pradesh,99
31,59,2020-07-17,2,Mahoba,Uttar Pradesh,92
21,68,2020-07-17,2,Shrawasti,Uttar Pradesh,91
21,64,2020-07-17,1,Kanpur Dehat,Uttar Pradesh,86
32,46,2020-07-17,0,Banda,Uttar Pradesh,78
51,6,2020-07-17,3,Lalitpur,Uttar Pradesh,60
12530,24840,2020-07-17,375,Telangana,Telangana,37745
27987,305,2020-07-17,23,Hyderabad,Telangana,28315
2821,17,2020-07-17,2,Ranga Reddy,Telangana,2840
24,110,2020-07-17,10,Pratapgarh,Uttar Pradesh,144
39,133,2020-07-17,1,Bahraich,Uttar Pradesh,173
35,84,2020-07-17,2,Hamirpur,Uttar Pradesh,121
1620,9,2020-07-17,1,Medchal Malkajgiri,Telangana,1630
14,103,2020-07-17,2,Auraiya,Uttar Pradesh,119
467,6,2020-07-17,0,Sangareddy,Telangana,473
54,0,2020-07-17,0,Yadadri Bhuvanagiri,Telangana,54
208,30,2020-07-17,0,Nizamabad,Telangana,238
202,8,2020-07-17,0,Mahabubnagar,Telangana,210
181,24,2020-07-17,0,Suryapet,Telangana,205
198,4,2020-07-17,0,Medak,Telangana,202
181,0,2020-07-17,0,Warangal Rural,Telangana,181
176,3,2020-07-17,0,Khammam,Telangana,179
131,8,2020-07-17,0,Kamareddy,Telangana,139
125,0,2020-07-17,1,Mancherial,Telangana,126
121,2,2020-07-17,0,Rajanna Sircilla,Telangana,123
101,15,2020-07-17,1,Vikarabad,Telangana,117
113,1,2020-07-17,0,Jangaon,Telangana,114
69,25,2020-07-17,1,Jogulamba Gadwal,Telangana,95
72,15,2020-07-17,0,Adilabad,Telangana,87
327,12,2020-07-17,0,Nalgonda,Telangana,339
91,4,2020-07-17,0,Bhadradri Kothagudem,Telangana,95
250,0,2020-07-17,0,Other State,Telangana,250
283,23,2020-07-17,0,Warangal Urban,Telangana,306
367,16,2020-07-17,0,Karimnagar,Telangana,383
57,1,2020-07-17,0,Peddapalli,Telangana,58
50,2,2020-07-17,0,Jagtial,Telangana,52
51,0,2020-07-17,0,Wanaparthy,Telangana,51
37,13,2020-07-17,0,Nirmal,Telangana,50
43,0,2020-07-17,0,Jayashankar Bhupalapally,Telangana,43
40,2,2020-07-17,0,Mulugu,Telangana,42
32,2,2020-07-17,0,Komaram Bheem,Telangana,34
33,0,2020-07-17,0,Foreign Evacuees,Telangana,33
21,0,2020-07-17,1,Narayanpet,Telangana,22
15144,17467,2020-07-17,408,Andhra Pradesh,Andhra Pradesh,33019
1610,2105,2020-07-17,108,Kurnool,Andhra Pradesh,3823
1456,2155,2020-07-17,40,Anantapur,Andhra Pradesh,3651
1684,1640,2020-07-17,32,Guntur,Andhra Pradesh,3356
66,1,2020-07-17,0,Siddipet,Telangana,67
79,1,2020-07-17,0,Mahabubabad,Telangana,80
54,2,2020-07-17,0,Nagarkurnool,Telangana,56
24178,24289,2020-07-17,345,Unknown,Telangana,456
178,95,2020-07-17,4,Mau,Uttar Pradesh,277
4320,9864,2020-07-17,96,Odisha,Odisha,14280
661,379,2020-07-17,21,Bikaner,Rajasthan,1061
758,649,2020-07-17,12,S.P.S.R. Nellore,Andhra Pradesh,1419
920,480,2020-07-17,14,Srikakulam,Andhra Pradesh,1414
329,898,2020-07-17,11,Prakasam,Andhra Pradesh,1238
616,207,2020-07-17,9,Vizianagaram,Andhra Pradesh,832
106,326,2020-07-17,0,Foreign Evacuees,Andhra Pradesh,432
11927,19931,2020-07-17,980,West Bengal,West Bengal,32838
4113,5921,2020-07-17,516,Kolkata,West Bengal,10550
2780,3325,2020-07-17,180,North 24 Parganas,West Bengal,6285
1257,2848,2020-07-17,134,Howrah,West Bengal,4239
1093,1327,2020-07-17,46,South 24 Parganas,West Bengal,2466
448,1133,2020-07-17,32,Hooghly,West Bengal,1613
452,804,2020-07-17,7,Malda,West Bengal,1263
216,381,2020-07-17,8,Purba Medinipur,West Bengal,605
964,1039,2020-07-17,23,West Godavari,Andhra Pradesh,2026
347,591,2020-07-17,13,Darjeeling,West Bengal,951
552,919,2020-07-17,18,Visakhapatnam,Andhra Pradesh,1489
886,1084,2020-07-17,12,Y.S.R. Kadapa,Andhra Pradesh,1982
510,1914,2020-07-17,0,Other State,Andhra Pradesh,2424
774,1887,2020-07-17,83,Krishna,Andhra Pradesh,2744
111,269,2020-07-17,5,Murshidabad,West Bengal,385
50,310,2020-07-17,0,Cooch Behar,West Bengal,360
27,308,2020-07-17,3,Birbhum,West Bengal,338
60,265,2020-07-17,0,Bankura,West Bengal,325
91,181,2020-07-17,3,Purba Bardhaman,West Bengal,275
85,152,2020-07-17,6,Paschim Bardhaman,West Bengal,243
18,188,2020-07-17,0,Alipurduar,West Bengal,206
15,101,2020-07-17,0,Purulia,West Bengal,116
0,63,2020-07-17,3,Other State,West Bengal,66
3,55,2020-07-17,1,Kalimpong,West Bengal,59
0,25,2020-07-17,0,Jhargram,West Bengal,25
5878,19169,2020-07-17,524,Rajasthan,Rajasthan,25571
159,397,2020-07-17,9,Paschim Medinipur,West Bengal,565
188,390,2020-07-17,3,Jalpaiguri,West Bengal,581
100,337,2020-07-17,8,Nadia,West Bengal,445
1114,2873,2020-07-17,65,Jodhpur,Rajasthan,4052
203,1750,2020-07-17,42,Bharatpur,Rajasthan,1995
135,330,2020-07-17,1,Uttar Dinajpur,West Bengal,466
48,105,2020-07-17,4,Karauli,Rajasthan,157
115,789,2020-07-17,7,Udaipur,Rajasthan,911
114,745,2020-07-17,13,Dholpur,Rajasthan,872
120,710,2020-07-17,27,Kota,Rajasthan,857
204,561,2020-07-17,25,Ajmer,Rajasthan,790
282,455,2020-07-17,5,Barmer,Rajasthan,742
351,356,2020-07-17,3,Jalore,Rajasthan,710
58,644,2020-07-17,7,Sikar,Rajasthan,709
74,596,2020-07-17,8,Sirohi,Rajasthan,678
36,457,2020-07-17,1,Dungarpur,Rajasthan,494
27,429,2020-07-17,3,Jhunjhunu,Rajasthan,459
102,338,2020-07-17,2,Churu,Rajasthan,442
81,308,2020-07-17,3,Rajsamand,Rajasthan,392
27,267,2020-07-17,6,Bhilwara,Rajasthan,300
757,523,2020-07-17,8,Alwar,Rajasthan,1288
6,378,2020-07-17,0,Jhalawar,Rajasthan,384
228,702,2020-07-17,18,Nagaur,Rajasthan,948
1084,5933,2020-07-17,109,Gurugram,Haryana,7126
299,1240,2020-07-17,15,Pali,Rajasthan,1554
9,203,2020-07-17,2,Tonk,Rajasthan,214
46,104,2020-07-17,1,Pratapgarh,Rajasthan,151
60,78,2020-07-17,1,Hanumangarh,Rajasthan,139
21,102,2020-07-17,9,Sawai Madhopur,Rajasthan,132
5,113,2020-07-17,0,Jaisalmer,Rajasthan,118
5,98,2020-07-17,2,Banswara,Rajasthan,105
35,48,2020-07-17,3,Ganganagar,Rajasthan,86
7,65,2020-07-17,4,Baran,Rajasthan,76
0,61,2020-07-17,0,Evacuees,Rajasthan,61
2,52,2020-07-17,0,BSF Camp,Rajasthan,54
16,14,2020-07-17,0,Bundi,Rajasthan,30
0,2,2020-07-17,0,Italians,Rajasthan,2
5226,17090,2020-07-17,312,Haryana,Haryana,22628
4,205,2020-07-17,6,Chittorgarh,Rajasthan,215
32,188,2020-07-17,4,Dausa,Rajasthan,224
93,41,2020-07-17,33,Other State,Rajasthan,167
636,3190,2020-07-17,176,Jaipur,Rajasthan,4002
48,58,2020-07-17,1,Surguja,Chhattisgarh,107
7,111,2020-07-17,0,Kabeerdham,Chhattisgarh,118
17,16,2020-07-17,2,Agar Malwa,Madhya Pradesh,35
51,155,2020-07-17,1,Kurukshetra,Haryana,207
36,119,2020-07-17,0,Panchkula,Haryana,155
36,113,2020-07-17,4,Jind,Haryana,153
36,116,2020-07-17,0,Kaithal,Haryana,152
22,109,2020-07-17,2,Yamunanagar,Haryana,133
46,181,2020-07-17,6,Ratlam,Madhya Pradesh,233
159,518,2020-07-17,4,Bhiwani,Haryana,681
292,412,2020-07-17,6,Rewari,Haryana,710
0,14,2020-07-17,0,Italians,Haryana,14
175,289,2020-07-17,6,East Champaran,Bihar,470
253,399,2020-07-17,6,Ambala,Haryana,658
31,19,2020-07-17,2,Jhabua,Madhya Pradesh,52
18,22,2020-07-17,3,Katni,Madhya Pradesh,43
21,20,2020-07-17,1,Sidhi,Madhya Pradesh,42
9,31,2020-07-17,1,Narsinghpur,Madhya Pradesh,41
92,130,2020-07-17,1,Sirsa,Haryana,223
19,18,2020-07-17,0,Singrauli,Madhya Pradesh,37
99,246,2020-07-17,3,Nuh,Haryana,348
226,242,2020-07-17,7,Hisar,Haryana,475
113,403,2020-07-17,6,Rohtas,Bihar,522
211,304,2020-07-17,7,Gaya,Bihar,522
118,379,2020-07-17,7,Samastipur,Bihar,504
58,442,2020-07-17,1,Katihar,Bihar,501
0,21,2020-07-17,0,Foreign Evacuees,Haryana,21
114,378,2020-07-17,1,Gopalganj,Bihar,493
30,116,2020-07-17,1,Fatehabad,Haryana,147
945,1296,2020-07-17,18,Patna,Bihar,2259
5691,13019,2020-07-17,143,Bihar,Bihar,18853
18,79,2020-07-17,1,Charkhi Dadri,Haryana,98
152,328,2020-07-17,5,West Champaran,Bihar,485
151,385,2020-07-17,8,Karnal,Haryana,544
181,345,2020-07-17,4,Jhajjar,Haryana,530
128,395,2020-07-17,6,Palwal,Haryana,529
230,281,2020-07-17,1,Mahendragarh,Haryana,512
190,218,2020-07-17,7,Panipat,Haryana,415
216,436,2020-07-17,7,Nalanda,Bihar,659
241,415,2020-07-17,3,Nawada,Bihar,659
59,382,2020-07-17,22,Sagar,Madhya Pradesh,463
48,234,2020-07-17,1,Madhepura,Bihar,283
99,156,2020-07-17,0,Lakhisarai,Bihar,255
34,213,2020-07-17,3,Kaimur,Bihar,250
33,212,2020-07-17,2,Kishanganj,Bihar,247
79,182,2020-07-17,8,Farrukhabad,Uttar Pradesh,269
51,164,2020-07-17,0,Sheikhpura,Bihar,215
46,364,2020-07-17,10,Darbhanga,Bihar,420
55,192,2020-07-17,7,Sultanpur,Uttar Pradesh,254
115,302,2020-07-17,5,Saran,Bihar,422
1588,2701,2020-07-17,46,Ganjam,Odisha,4335
3,189,2020-07-17,0,Jashpur,Chhattisgarh,192
16,146,2020-07-17,0,Balrampur,Chhattisgarh,162
9,123,2020-07-17,0,Mungeli,Chhattisgarh,132
85,31,2020-07-17,0,Narayanpur,Chhattisgarh,116
1,89,2020-07-17,1,Mahasamund,Chhattisgarh,91
55,256,2020-07-17,0,Banka,Bihar,311
43,448,2020-07-17,8,Neemuch,Madhya Pradesh,499
53,268,2020-07-17,1,Saharsa,Bihar,322
124,541,2020-07-17,2,Madhubani,Bihar,667
15,394,2020-07-17,23,Burhanpur,Madhya Pradesh,432
89,323,2020-07-17,17,Khandwa,Madhya Pradesh,429
95,299,2020-07-17,15,Khargone,Madhya Pradesh,409
84,281,2020-07-17,1,Bhind,Madhya Pradesh,366
73,119,2020-07-17,1,Arwal,Bihar,193
132,338,2020-07-17,4,Khagaria,Bihar,474
126,105,2020-07-17,1,Jamui,Bihar,232
4757,13575,2020-07-17,673,Madhya Pradesh,Madhya Pradesh,19005
16,102,2020-07-17,1,Sheohar,Bihar,119
58,136,2020-07-17,2,Araria,Bihar,196
95,319,2020-07-17,4,Bhojpur,Bihar,418
403,518,2020-07-17,6,Begusarai,Bihar,927
266,569,2020-07-17,6,Muzaffarpur,Bihar,841
271,489,2020-07-17,6,Siwan,Bihar,766
280,411,2020-07-17,3,Munger,Bihar,694
93,242,2020-07-17,0,Buxar,Bihar,335
13,22,2020-07-17,0,Shahdol,Madhya Pradesh,35
30,307,2020-07-17,1,Aurangabad,Bihar,338
13,135,2020-07-17,2,Raigarh,Chhattisgarh,150
47,40,2020-07-17,4,Harda,Madhya Pradesh,91
23,62,2020-07-17,1,Rewa,Madhya Pradesh,86
15,62,2020-07-17,2,Chhindwara,Madhya Pradesh,79
25,48,2020-07-17,1,Datia,Madhya Pradesh,74
14,59,2020-07-17,0,Chhatarpur,Madhya Pradesh,73
25,43,2020-07-17,0,Damoh,Madhya Pradesh,68
16,39,2020-07-17,4,Hoshangabad,Madhya Pradesh,59
65,135,2020-07-17,4,Barwani,Madhya Pradesh,204
21,43,2020-07-17,1,Ashoknagar,Madhya Pradesh,65
108,68,2020-07-17,1,Shivpuri,Madhya Pradesh,177
69,133,2020-07-17,9,Mandsaur,Madhya Pradesh,211
893,4671,2020-07-17,101,Faridabad,Haryana,5665
179,230,2020-07-17,2,Dakshin Dinajpur,West Bengal,411
38,4,2020-07-17,0,Goalpara,Assam,57
68,239,2020-07-17,2,Bilaspur,Chhattisgarh,309
49,56,2020-07-17,0,Vidisha,Madhya Pradesh,105
346,567,2020-07-17,1,Jajpur,Odisha,914
31,81,2020-07-17,2,Sheopur,Madhya Pradesh,114
56,73,2020-07-17,1,Betul,Madhya Pradesh,130
11,21,2020-07-17,2,Guna,Madhya Pradesh,34
24,7,2020-07-17,1,Alirajpur,Madhya Pradesh,32
3,29,2020-07-17,0,Anuppur,Madhya Pradesh,32
1,30,2020-07-17,0,Dindori,Madhya Pradesh,31
16,10,2020-07-17,1,Umaria,Madhya Pradesh,27
7,14,2020-07-17,1,Seoni,Madhya Pradesh,22
44,12,2020-07-17,2,Sehore,Madhya Pradesh,58
0,58,2020-07-17,0,Panna,Madhya Pradesh,58
13,39,2020-07-17,2,Satna,Madhya Pradesh,54
41,218,2020-07-17,10,Dewas,Madhya Pradesh,269
8,11,2020-07-17,0,Niwari,Madhya Pradesh,19
30,172,2020-07-17,8,Dhar,Madhya Pradesh,210
52,89,2020-07-17,7,Rajgarh,Madhya Pradesh,148
81,61,2020-07-17,5,Tikamgarh,Madhya Pradesh,147
77,61,2020-07-17,4,Shajapur,Madhya Pradesh,142
4,108,2020-07-17,5,Raisen,Madhya Pradesh,117
76,282,2020-07-17,3,Jehanabad,Bihar,361
34,349,2020-07-17,1,Purnia,Bihar,384
42,16,2020-07-17,0,Biswanath,Assam,58
181,109,2020-07-17,1,Tinsukia,Assam,291
104,163,2020-07-17,0,Hojai,Assam,267
25,210,2020-07-17,1,Udalguri,Assam,236
117,110,2020-07-17,1,Jorhat,Assam,228
150,63,2020-07-17,2,Kamrup,Assam,215
606,1474,2020-07-17,24,Sonipat,Haryana,2104
75,3178,2020-07-17,9,Unknown,Assam,3115
2945,4587,2020-07-17,24,Kamrup Metropolitan,Assam,7556
19,36,2020-07-17,0,Balaghat,Madhya Pradesh,55
62,553,2020-07-17,1,Golaghat,Assam,616
102,43,2020-07-17,0,Nalbari,Assam,145
20,116,2020-07-17,0,Dima Hasao,Assam,136
90,6,2020-07-17,0,Dhemaji,Assam,96
76,10,2020-07-17,0,Kokrajhar,Assam,86
84,0,2020-07-17,1,Baksa,Assam,85
221,107,2020-07-17,2,Nagaon,Assam,330
26,52,2020-07-17,0,Chirang,Assam,78
177,156,2020-07-17,1,Dibrugarh,Assam,334
79,311,2020-07-17,0,Supaul,Bihar,390
6,26,2020-07-17,1,Sivasagar,Assam,33
16,12,2020-07-17,0,South Salmara Mankachar,Assam,28
21,0,2020-07-17,0,Majuli,Assam,21
16,0,2020-07-17,0,Charaideo,Assam,16
70,141,2020-07-17,0,Karimganj,Assam,211
0,0,2020-07-17,0,Other Region,Madhya Pradesh,0
33,187,2020-07-17,3,Karbi Anglong,Assam,223
68,87,2020-07-17,0,Bongaigaon,Assam,155
77,125,2020-07-17,0,Lakhimpur,Assam,202
71,140,2020-07-17,0,Morigaon,Assam,211
1,5,2020-07-17,1,Mandla,Madhya Pradesh,7
413,599,2020-07-17,16,Rohtak,Haryana,1028
481,641,2020-07-17,12,Bhagalpur,Bihar,1134
43,146,2020-07-17,3,Sitamarhi,Bihar,192
134,255,2020-07-17,4,Vaishali,Bihar,393
102,249,2020-07-17,0,Cachar,Assam,351
17,73,2020-07-17,0,Uttar Bastar Kanker,Chhattisgarh,90
28,0,2020-07-17,0,West Karbi Anglong,Assam,28
14,63,2020-07-17,0,Koriya,Chhattisgarh,77
104,270,2020-07-17,2,Mayurbhanj,Odisha,376
111,316,2020-07-17,0,Jagatsinghpur,Odisha,427
269,453,2020-07-17,3,Sundargarh,Odisha,725
30,277,2020-07-17,2,Kendrapara,Odisha,309
133,206,2020-07-17,1,Kendujhar,Odisha,340
51,58,2020-07-17,0,Lohardaga,Jharkhand,109
53,215,2020-07-17,0,Balangir,Odisha,268
85,186,2020-07-17,0,Nayagarh,Odisha,271
4,62,2020-07-17,0,Deogarh,Odisha,66
132,57,2020-07-17,0,Koraput,Odisha,189
10,189,2020-07-17,0,Kandhamal,Odisha,199
0,0,2020-07-17,0,Others,Odisha,0
248,597,2020-07-17,15,Anantnag,Jammu and Kashmir,860
12,63,2020-07-17,2,Barnala,Punjab,77
727,572,2020-07-17,38,Baramulla,Jammu and Kashmir,1337
13,98,2020-07-17,1,Fazilka,Punjab,112
169,344,2020-07-17,11,Jammu,Jammu and Kashmir,524
94,101,2020-07-17,0,Malkangiri,Odisha,195
288,506,2020-07-17,11,Kupwara,Jammu and Kashmir,805
129,446,2020-07-17,7,Nainital,Uttarakhand,583
15,45,2020-07-17,0,Boudh,Odisha,60
7,76,2020-07-17,0,Kalahandi,Odisha,83
101,545,2020-07-17,21,Sangrur,Punjab,667
4755,6223,2020-07-17,195,Jammu and Kashmir,Jammu and Kashmir,11173
7,37,2020-07-17,0,Subarnapur,Odisha,44
191,93,2020-07-17,1,Rajouri,Jammu and Kashmir,285
328,678,2020-07-17,22,Kulgam,Jammu and Kashmir,1028
1357,530,2020-07-17,46,Srinagar,Jammu and Kashmir,1933
101,100,2020-07-17,4,Ganderbal,Jammu and Kashmir,205
49,133,2020-07-17,0,Jharsuguda,Odisha,182
213,699,2020-07-17,17,Shopiyan,Jammu and Kashmir,929
21,39,2020-07-17,0,Reasi,Jammu and Kashmir,60
40,88,2020-07-17,1,Nabarangapur,Odisha,129
30,110,2020-07-17,1,Angul,Odisha,141
0,0,2020-07-17,0,Mirpur,Jammu and Kashmir,0
9,82,2020-07-17,0,Nuapada,Odisha,91
26,276,2020-07-17,1,Udhampur,Jammu and Kashmir,303
